accel_x,accel_y,accel_z,encoder_a,encoder_b
-3.71,4.68,7.76,5076,2980
-8.24,-3.49,4.04,6695,6137
-9.79,1.04,0.44,8515,9401
-7.17,-1.45,6.51,10174,13280
-3.56,-9.12,0.59,11353,284
0.77,-3.65,-9.08,12556,3562
2.75,8.58,-3.92,13182,7560
4.91,3.36,7.80,13652,11752
7.58,-4.86,3.89,14628,15220
9.81,-0.60,-0.61,16243,2148
8.30,-1.89,4.92,1657,5625
2.71,-9.40,-0.14,3517,8700
-5.21,-3.97,-7.39,5672,11515
-9.84,0.13,-0.41,8115,14656
-7.97,-5.37,-2.15,9849,1519
-2.84,-0.14,-9.45,11617,4596
1.55,9.67,-0.40,12784,8656
3.30,0.46,9.23,13203,12711
4.77,-8.15,2.61,13549,16208
6.00,-3.98,-6.65,13971,3289
8.78,3.52,-2.71,15228,7112
9.83,0.49,0.11,16292,10881
9.54,1.58,-1.80,512,14571
8.82,3.79,2.18,1072,2080
8.15,-1.92,5.16,1609,5650
6.57,-7.03,-1.71,2269,9347
0.79,-1.21,-9.73,3881,12533
-3.37,9.10,-1.49,4911,213
-5.10,1.96,8.13,5524,4167
-4.89,-7.71,3.55,5423,7725
-1.87,-6.43,-7.19,4468,11060
4.71,4.77,-7.18,2584,14493
9.20,3.30,1.21,788,1709
9.64,0.41,-1.91,15760,5038
4.57,8.37,-2.39,13478,8148
-2.52,3.88,8.64,11539,11866
-7.16,-5.06,4.39,10005,15139
-7.93,-5.15,-2.79,9737,2103
-8.82,1.42,-4.23,9283,5826
-8.76,4.00,1.92,9385,10129
-8.70,-1.48,4.29,9333,13781
-9.18,-3.55,-0.36,8970,1020
-9.82,-0.24,0.63,7884,4888
-9.81,-0.88,0.07,7906,8532
-9.48,-1.00,-2.58,7309,12217
-9.29,3.03,-1.32,7106,16109
-7.10,2.51,6.27,6071,3790
-3.14,-6.83,6.26,4845,7046
2.51,-8.54,-4.07,3285,10108
9.15,0.04,-3.61,701,12863
5.68,-5.31,5.97,13627,14928
-4.90,-8.51,0.00,10700,752
-9.83,0.16,0.55,7788,3212
-4.09,-4.19,7.86,5069,6053
5.71,-7.73,1.88,2402,8271
9.72,1.35,0.82,15854,10758
3.42,-2.34,8.91,13082,13709
-6.63,-6.39,3.39,10127,15918
-9.79,-0.97,-0.61,8291,2696
-6.60,-2.76,6.69,5877,5898
0.64,-9.73,0.84,3848,8754
8.44,-2.91,-4.08,1296,11359
8.78,-2.08,3.86,14981,14526
1.36,-9.69,-0.20,12496,857
-7.33,-3.64,-5.53,9813,3587
-9.25,-1.88,2.68,7018,6436
-2.04,-9.58,0.30,4481,8993
6.08,-4.03,-6.55,2147,11708
9.81,-0.14,0.64,15858,14865
6.09,-7.50,-1.56,13763,1567
0.75,-1.48,-9.69,12340,4767
-6.19,7.25,-2.47,10410,8470
-7.96,1.74,5.44,9753,12487
-9.19,-3.09,1.66,8938,16061
-9.73,0.89,1.17,7611,3190
-8.35,-3.36,3.91,6607,6862
-4.85,-7.97,-3.11,5380,10179
-4.33,1.77,-8.70,5178,13877
-6.25,7.43,1.42,5693,1713
-5.78,-1.19,7.81,5674,5566
-7.79,-5.96,0.67,6497,8993
-9.80,0.16,0.90,8565,12429
-5.84,-5.77,5.34,10675,15509
-1.39,-8.69,-4.31,11901,2331
-0.03,2.74,-9.47,12338,5964
3.71,8.56,2.96,13372,10212
8.68,-0.32,4.64,15058,13693
9.57,-2.25,0.19,15700,872
9.83,0.40,0.63,190,4544
9.19,-3.13,1.48,1061,8262
7.61,-3.55,-5.05,1766,11813
6.60,5.54,-4.74,2167,15722
2.35,6.88,6.57,3483,3211
-4.05,-3.73,8.11,5304,6301
-9.82,-0.81,0.16,8103,8502
-4.53,6.95,5.18,11211,10954
8.12,2.03,5.17,14918,12506
8.22,2.51,-4.80,1527,14527
-1.39,9.56,-1.72,4431,649
-9.26,2.33,2.26,7358,3049
-6.32,-2.62,-7.13,10661,4306
6.07,1.83,-7.52,14270,5799
8.58,-3.65,3.08,1518,7500
-1.11,-9.72,-0.54,4511,9464
-9.78,-1.09,-0.57,7976,10785
-2.41,6.51,6.89,11801,11384
9.52,1.58,1.95,15816,11849
3.44,-5.11,-7.63,3242,11736
-8.61,-2.92,-3.86,6879,11716
-6.51,4.10,6.06,10613,11740
7.12,4.03,5.45,14615,11748
7.22,-3.61,-5.56,2106,11730
-5.22,-4.15,-7.28,5645,12047
-8.97,0.29,3.97,9366,13050
3.07,-0.40,9.31,13225,13473
9.42,0.42,-2.79,810,13440
-1.62,-0.38,-9.72,4542,13216
-9.83,-0.19,0.29,8265,13048
-1.21,-1.47,9.60,12001,13740
9.72,-0.06,1.50,15959,13923
3.14,-1.71,-9.15,3380,12783
-8.72,-1.30,-4.46,7002,12679
-6.22,3.31,6.80,10624,12052
6.86,4.95,5.00,14440,11293
7.60,-5.64,-2.54,1909,10247
-4.81,-8.40,-1.63,5493,9706
-9.21,3.40,0.70,9399,9722
2.71,9.26,1.70,13335,9708
9.49,-2.53,0.01,940,9111
-0.98,-9.45,2.32,4561,8556
-9.79,-1.08,0.19,8211,8592
-2.46,9.49,-0.61,12030,9179
9.59,2.23,0.04,16127,9383
3.39,-9.18,-0.07,3472,9180
-8.53,-4.89,0.21,7063,9085
-6.13,7.67,-0.28,10828,9138
7.65,6.17,0.05,14898,9271
6.88,-6.79,1.60,2299,8442
-5.18,-6.83,4.74,5686,7450
-9.59,0.13,-2.33,8909,5412
-2.34,-7.42,-6.01,11707,2650
4.67,-7.83,3.54,13688,16097
9.83,0.25,0.27,59,13541
6.94,-6.20,-3.04,2169,10059
2.47,-6.50,6.90,3530,6811
-5.27,2.91,7.73,5597,3890
-9.84,-0.49,-0.02,8249,911
-6.41,-3.51,6.52,10466,14358
0.94,5.38,8.13,12665,11578
8.41,4.88,-1.56,15044,8145
9.17,0.01,3.55,998,5050
3.95,7.65,4.68,3021,2125
-2.42,6.43,-7.09,4726,14861
-7.73,-4.19,-4.48,6441,11168
-9.83,-0.47,0.03,8070,8273
-8.84,-0.65,-4.40,9404,4491
-7.39,-6.48,-0.14,9995,774
-3.59,-3.22,8.53,11288,13911
-2.29,8.15,4.91,11695,10290
-2.19,4.28,-8.63,11729,5972
-2.01,-8.55,-4.35,11681,1971
-3.51,-6.29,6.61,11240,14999
-6.69,3.43,6.27,10305,11505
-8.61,4.23,-2.25,9495,7523
-9.22,-1.70,-3.07,9065,3520
-8.79,-4.22,1.24,9286,16215
-8.06,0.32,5.57,9712,12664
-7.47,6.38,0.21,10074,8888
-6.70,-0.28,-7.28,10293,4658
-5.88,-7.83,-0.70,10516,890
-4.10,-3.33,8.25,11132,13919
0.34,7.77,5.92,12416,10538
5.26,5.78,-5.99,13899,6561
9.14,-1.99,-3.00,15433,2995
9.60,2.04,-0.62,547,16097
5.52,-0.32,-8.11,2553,12654
-1.60,-9.34,-2.56,4532,9413
-5.59,-4.55,6.62,5689,6183
-9.79,0.44,0.91,7835,2991
-8.44,-4.64,1.99,9507,15881
-3.57,-0.08,9.12,11309,12878
1.66,9.38,2.22,12788,9385
3.94,2.19,-8.74,13400,5124
6.41,-6.95,-2.54,14080,1368
7.84,-3.09,5.04,14604,14275
8.81,3.37,2.80,15176,10592
9.82,0.50,-0.31,16239,6584
8.84,2.31,3.63,1193,3100
6.15,7.34,-2.22,2219,15890
3.29,-2.68,-8.85,3137,11752
5.16,-8.24,1.10,2595,8139
5.71,-0.67,7.98,2467,4671
3.36,8.87,2.44,3087,1023
3.29,2.60,-8.89,3104,13136
4.13,-8.31,-3.12,2855,9291
7.22,-3.88,5.40,1838,5982
9.83,0.49,0.29,16344,2591
8.68,-4.04,2.21,14858,15392
6.41,1.67,7.27,14025,12004
2.60,9.44,-0.46,12891,8290
-3.18,-0.24,-9.34,11302,4295
-8.34,-4.97,-1.67,9411,1182
-9.59,1.53,-1.70,7335,14661
-4.74,-4.03,-7.67,5170,11200
4.19,-8.83,-0.35,2781,8471
9.64,-1.05,1.58,346,6034
4.71,-3.14,-8.02,13327,3338
-7.14,-5.65,-3.80,9852,1955
-8.32,4.69,2.29,6371,1561
4.34,8.63,1.70,2586,913
9.74,-1.13,0.86,15723,15260
-0.51,-4.64,8.60,11907,13933
-9.58,-0.63,2.08,8402,13090
-3.50,-0.18,-9.23,4693,12601
8.67,-0.75,-4.57,970,12108
5.05,0.34,8.42,13404,12718
-7.85,-1.05,5.79,9599,13142
-8.41,3.56,-3.78,6415,14811
3.56,8.35,-3.78,2821,15710
9.43,-2.53,1.11,15335,15794
-2.33,-8.84,3.48,11432,15831
-9.84,0.39,0.02,7797,499
-2.17,8.04,5.14,4316,2002
9.23,1.52,3.08,741,3558
6.75,1.43,-7.00,14041,5083
-5.22,7.01,-4.56,10706,7306
-9.64,1.39,1.27,8491,10523
-6.30,-1.02,-7.54,5669,12502
4.95,5.20,-6.73,2475,14489
9.62,-1.99,0.14,15614,367
0.13,-8.37,-5.10,12165,1961
-8.77,-0.30,-4.54,9294,4594
-8.32,-4.45,2.69,6506,7324
-0.08,-9.12,-3.57,3932,9731
7.56,-0.68,-6.22,1630,12562
9.83,0.25,-0.02,16259,16223
8.25,-2.88,-4.47,14740,3174
4.10,5.83,-6.77,13331,6572
-4.94,7.63,3.61,10815,9964
-9.84,-0.18,0.27,8053,12668
-6.78,5.69,-4.37,5851,15334
0.52,7.63,6.11,3804,2395
7.23,-1.93,6.37,1888,5507
9.80,-0.90,-0.02,162,8739
9.43,0.85,2.70,15525,12531
9.54,-2.21,0.83,15645,16261
9.83,-0.03,-0.62,16150,3774
9.64,1.66,-1.10,15745,7491
6.47,5.22,5.25,14023,11226
-1.14,-4.65,8.56,11758,14413
-7.62,-6.22,-0.17,9703,916
-9.68,0.40,1.72,7465,4059
-8.16,-4.82,2.57,6591,7712
-6.96,-4.95,-4.92,6084,11258
-5.20,5.17,-6.62,5291,15059
-3.85,6.72,5.97,5002,2902
-2.53,-5.25,7.88,4740,6569
-2.61,-8.91,-3.16,4780,10026
-5.61,1.04,-8.09,5637,13625
-9.20,3.49,0.07,7102,1043
-9.80,-0.44,-0.89,8446,4391
-4.66,5.63,-6.64,11165,6816
6.91,6.93,0.78,14496,9421
8.98,-2.29,-3.24,1348,11363
-0.63,-0.18,-9.83,4409,13171
-9.13,3.07,-2.11,7192,15906
-7.63,-5.88,-2.00,10094,1789
3.14,-4.79,-7.95,13328,3616
9.79,-0.01,0.96,487,5512
1.65,-7.07,6.58,3866,7086
-9.08,-3.50,1.41,7285,8016
-5.53,7.33,3.40,11013,10173
6.56,4.44,5.82,14350,11526
8.17,-1.58,-5.21,1625,12234
-2.98,1.20,-9.33,5046,13523
-9.79,-0.74,0.58,8542,15199
-2.65,-9.41,0.74,11682,735
8.84,-3.73,-2.05,15310,2173
6.73,1.63,6.99,2269,4484
-4.48,-4.07,7.70,5449,6214
-9.83,0.65,-0.38,8497,8071
-1.62,9.29,2.65,12057,9817
9.66,1.69,0.92,15999,10652
3.37,-5.86,-7.10,3265,11304
-8.19,-2.23,-5.06,6788,12230
-7.17,-2.09,6.33,10283,14067
5.21,-6.26,5.46,13856,15496
9.22,3.44,-0.44,1012,594
-0.86,7.97,5.61,4361,2591
-8.90,-0.02,4.13,7106,4885
-6.75,2.67,-6.72,10442,6098
4.41,8.55,-1.94,13670,8568
9.48,-2.22,-1.28,792,10245
1.06,-4.02,-8.89,3833,12096
-8.78,1.79,-4.15,6878,14400
-8.52,-4.89,0.44,9581,781
1.02,-7.69,-6.00,12686,2718
9.64,0.11,-1.97,15947,4999
5.82,-6.38,4.62,2546,7571
-4.70,-8.53,-1.31,5467,9560
-9.62,1.27,1.59,8801,11300
0.92,4.23,8.80,12631,12103
9.80,0.08,-0.81,232,12446
0.41,-2.85,-9.40,3987,12427
-9.56,-1.27,-2.07,7522,11964
-5.47,6.11,5.36,10938,10893
7.60,6.09,1.45,14777,9669
7.01,-6.68,1.52,2190,8465
-5.45,-7.62,2.89,5918,8092
-9.16,2.31,-2.86,9453,6814
2.15,1.84,-9.42,13191,5406
9.66,0.23,1.87,719,4941
-0.13,1.80,9.64,4297,4443
-9.45,2.34,1.46,7468,2095
-6.80,-6.30,3.24,10341,15875
2.32,-1.66,9.39,13032,13539
9.67,1.43,1.25,16162,11095
5.73,-7.85,1.16,2701,8406
-2.76,-3.77,8.61,4988,5756
-8.84,3.01,3.06,6954,2562
-9.65,-1.64,1.02,8685,15378
-7.52,1.72,6.03,9999,12108
-3.51,9.13,-0.62,11454,8602
2.26,-0.26,-9.56,13014,4623
8.00,-5.41,-1.64,14696,1374
9.83,0.38,-0.17,40,14521
7.23,-3.99,-5.31,2085,11021
1.74,-9.05,3.28,3766,7809
-3.89,-0.35,8.99,5211,4694
-8.38,5.00,1.17,6670,1076
-9.80,0.20,-1.15,7836,13682
-9.84,0.11,0.15,8182,9947
-9.81,-0.58,0.51,7911,6159
-9.53,1.72,1.68,7347,2398
-9.49,1.86,-1.97,7325,14930
-9.84,-0.18,0.04,8128,11222
-9.21,3.24,-1.33,9217,7655
-5.58,-2.05,-7.89,10820,3928
4.18,-8.52,-2.38,13479,1201
9.84,-0.03,0.20,16364,15218
3.62,0.23,-9.14,3223,12833
-7.06,-4.81,-4.94,6281,10874
-9.26,3.29,0.21,9220,8925
-0.98,5.87,-7.86,12202,6283
8.56,-1.70,-4.50,15083,3587
8.88,4.17,0.67,1120,997
0.63,6.43,-7.43,3902,14693
-8.48,-0.83,-5.01,6846,12424
-8.99,3.38,2.02,9390,9990
-4.25,6.05,-6.54,11265,6463
4.72,-4.48,-7.33,13670,3105
9.35,-2.98,0.41,15524,100
8.44,1.46,-4.82,1403,13353
1.46,-8.10,-5.29,3772,10143
-5.62,-6.97,4.00,5711,7247
-9.70,0.02,1.64,7692,4151
-9.10,-3.78,0.01,9112,457
-7.77,-1.83,5.67,9852,13350
-7.68,5.58,2.47,9940,9566
-8.56,1.79,-4.60,9508,5471
-9.07,-3.43,-1.73,9053,1643
-9.02,-2.59,2.87,9135,14448
-7.92,3.52,4.57,9848,10878
-7.67,4.89,-3.85,9970,6839
-6.58,-4.66,-5.70,10308,2734
-8.23,-4.93,2.11,9557,15683
-9.65,0.16,1.91,8596,12169
-9.62,-2.15,0.13,7536,8357
-7.19,-1.94,6.37,6039,5074
-1.71,7.70,5.81,4268,1815
4.82,6.33,-5.78,2469,14515
9.03,-1.77,-3.44,863,10992
8.77,4.40,-0.66,14904,7986
-1.37,4.96,-8.42,11655,5726
-9.74,-0.32,-1.50,8253,4261
-4.94,5.04,6.80,5184,2636
5.50,8.15,0.00,2244,231
9.42,-1.76,2.20,15331,14452
2.30,1.41,9.44,12585,12082
-8.44,4.09,2.91,9341,9835
-8.56,-4.44,1.90,6594,7227
-0.72,-1.40,9.68,4038,4596
6.85,5.57,4.35,1810,1981
9.32,-2.88,1.24,15263,15557
2.43,-0.61,9.49,12743,12634
-4.86,7.85,3.26,10849,9282
-7.73,2.94,-5.44,9830,5416
-8.85,-3.62,-2.40,9128,1626
-9.55,-1.83,1.48,8623,14437
-9.82,0.18,0.55,8167,10718
-8.18,-5.09,1.94,6479,7243
-0.01,-2.36,9.52,3897,4861
9.24,1.89,2.84,667,2852
3.60,-6.99,-5.86,12967,2055
-8.72,-3.96,-2.32,9114,1717
-6.27,6.25,4.20,5592,1787
6.76,4.45,5.58,1874,2691
8.73,-1.15,-4.36,14829,3698
-2.81,2.71,-9.08,11282,5247
-9.79,0.90,-0.43,8217,7678
-5.26,-7.40,-3.76,5348,9820
3.94,-1.09,-8.93,2786,12361
9.82,-0.02,0.25,16063,14913
3.77,-8.87,-1.65,13086,876
-5.54,-3.05,-7.58,10590,3591
-9.83,0.45,-0.36,8147,7499
-8.51,-3.94,-3.02,6662,10388
-3.91,1.66,-8.92,4895,13327
1.73,9.62,0.65,3398,777
6.60,0.78,7.23,2031,4416
8.21,-5.16,1.50,1488,7963
9.81,-0.12,-0.79,65,11431
6.20,-4.83,5.86,13880,14649
-1.78,-9.42,-2.03,11658,1075
-9.24,-1.34,-3.20,8906,3720
-7.12,-4.33,5.15,6059,6317
2.17,-9.54,-0.08,3446,8651
9.13,-1.97,-3.05,769,11178
6.74,-2.63,6.63,13994,13912
-4.20,-8.25,3.23,10911,15948
-9.84,0.31,0.25,7802,1680
-1.95,3.94,8.76,4416,3532
7.98,-1.87,5.42,1488,5511
8.18,4.93,-2.38,14739,7499
-3.44,8.49,3.44,11280,9704
-9.80,0.11,0.91,8280,11886
-5.97,3.76,-6.93,5588,14134
2.17,9.35,1.99,3363,1096
7.89,0.82,5.82,1549,4453
9.83,-0.42,0.20,75,7735
7.40,4.25,4.91,14282,11324
3.76,-5.79,6.96,13231,14929
2.29,-8.61,-4.05,12696,1947
0.26,2.54,-9.51,12385,5604
1.16,9.10,3.42,12621,9991
-1.40,-2.53,9.36,11748,13734
-6.04,-7.75,-0.25,10376,930
-8.18,-1.80,-5.26,9585,4110
-9.75,1.20,-0.70,8390,7961
-9.74,-1.00,-1.19,7595,11644
-9.39,2.18,-2.14,7178,15428
-7.93,4.01,4.16,6368,2962
-7.27,-4.19,5.08,6187,6695
-8.35,-4.78,-2.17,6760,10192
-9.62,0.51,-2.15,7531,14031
-9.82,-0.70,-0.11,8215,1472
-8.57,-0.55,-4.90,9534,4755
-4.68,8.36,-2.29,11097,8383
2.91,3.82,8.56,13165,12048
8.66,-2.90,3.66,15117,15068
9.54,2.36,0.77,728,1891
3.73,0.26,9.09,3230,4929
-5.45,-6.57,4.84,5745,7339
-9.62,2.15,0.18,8912,9264
0.24,7.22,6.62,12580,10921
9.82,0.54,0.45,16369,11912
2.54,-0.22,-9.49,3520,12926
-9.10,-0.12,-3.85,7203,13074
-5.14,-1.42,8.22,10939,13434
7.76,-0.71,5.99,14878,13410
7.16,-1.93,-6.43,2157,12029
-4.15,-7.54,-4.74,5409,10331
-9.60,2.07,0.69,8965,9655
0.30,9.76,-0.98,12633,8537
9.63,1.29,-1.57,15978,6270
7.07,2.76,6.26,2029,3633
1.46,9.64,-1.07,3635,247
-3.57,-0.58,-9.19,5031,12663
-6.78,-7.04,-0.94,6086,9084
-9.05,-1.89,3.29,7186,5719
-9.29,-2.95,-1.46,8981,1790
-6.35,-5.44,5.09,10372,14947
-3.39,3.20,8.62,11376,11782
-2.96,8.90,-2.99,11547,7772
-2.27,-3.83,-8.79,11658,3475
-3.21,-9.04,1.96,11325,16291
-4.81,-0.48,8.52,10898,12865
-6.97,6.84,1.11,10221,9065
-7.84,0.58,-6.01,9830,4890
-8.58,-4.70,-1.18,9366,1163
-9.82,-0.50,0.42,8137,14159
-7.40,-4.44,-4.79,6112,10743
0.28,-9.39,2.73,3920,7833
6.09,-0.73,7.69,2237,4762
8.95,3.96,1.06,935,1114
9.48,-1.11,2.36,15509,14048
4.61,5.09,7.01,13481,11107
-4.46,8.50,-2.18,11032,7951
-9.14,-0.37,-3.74,9085,4401
-9.80,0.91,0.27,7754,1061
-9.13,1.47,-3.49,7032,13713
-8.67,-4.16,-2.15,6838,9560
-8.70,-2.96,3.46,6862,5937
-8.79,2.89,3.28,6833,2227
-9.51,1.97,-1.76,7418,14725
-9.71,-1.10,-1.34,7717,10867
-9.83,-0.55,0.13,8016,7118
-9.22,-1.43,-3.24,9106,3295
-6.97,-6.80,1.29,10128,16063
-7.15,-0.44,6.69,10100,12571
-6.67,7.11,1.12,10381,8741
-4.19,1.53,-8.82,11229,4561
2.10,-8.90,-3.51,12838,1033
3.69,-5.44,7.27,13202,14057
3.33,7.57,5.24,13190,9868
-0.90,6.19,-7.62,12047,5982
-3.19,-6.03,-7.10,11332,2350
-5.37,-7.46,3.41,10660,15350
-8.74,0.16,4.46,9226,12190
-8.94,-4.03,-0.95,6870,8927
-2.07,-6.68,6.85,4502,6233
5.98,1.68,7.62,2194,3584
9.85,-0.08,-0.08,16102,383
7.76,-2.31,5.58,14454,13435
1.03,6.35,7.38,12425,10460
-6.05,6.71,-3.95,10516,6791
-9.26,-1.46,-3.09,8930,3156
-9.77,1.28,-0.08,7633,16280
-8.56,0.17,-4.96,6654,12484
-7.28,-6.56,-0.94,6194,8577
-5.81,-2.96,7.32,5683,5087
-5.75,6.85,4.01,5563,1420
-3.74,5.28,-7.46,4942,13783
0.43,-7.75,-6.00,3963,9794
3.79,-7.32,5.28,2987,6502
7.69,2.10,5.77,1555,3237
9.74,-1.46,0.02,15701,16308
2.12,-6.12,7.36,12611,14153
-7.79,0.74,5.91,9733,11878
-9.04,-3.78,-1.05,6953,8942
1.01,-9.22,3.10,3710,7394
9.80,-0.63,0.45,98,6826
2.76,2.56,-9.09,12786,4786
-8.48,-1.99,-4.65,9310,3198
-7.05,4.40,5.20,5855,2254
5.47,7.08,4.04,2272,1402
8.71,-4.48,-0.47,14821,346
-3.75,-8.97,1.24,11009,16125
-9.59,2.12,-0.71,7281,15708
1.09,9.33,-2.85,3553,15705
9.84,-0.08,0.12,16109,15483
0.22,-8.46,4.92,12173,15113
-9.60,-1.92,0.99,8400,15115
-3.49,7.90,-4.72,4693,15073
8.34,2.62,-4.52,1170,13583
6.90,0.38,6.99,14099,12223
-5.89,3.75,6.88,10445,10941
-8.81,-3.62,-2.64,6786,9866
2.41,-9.43,-0.98,3336,8497
9.79,1.04,-0.13,16010,8147
-0.58,9.16,-3.52,12085,7286
-9.82,-0.73,0.25,7607,6996
-1.78,-7.42,6.13,4283,6348
8.83,-3.10,2.97,810,6315
4.51,6.48,-5.88,13176,6330
-8.53,3.73,-3.27,9204,6454
-6.65,-5.61,4.52,5727,6430
6.16,-5.18,5.60,2034,6070
8.44,1.97,-4.64,14683,4924
-4.49,-2.08,-8.54,10755,3552
-9.52,0.38,2.38,7211,3510
0.94,4.76,8.53,3560,2720
9.68,1.39,1.15,28,2110
1.80,-9.01,-3.38,12332,997
-9.34,-3.05,-0.51,8562,438
-4.88,8.42,1.31,5034,501
7.50,4.93,4.00,1488,2012
7.77,-2.10,-5.60,14340,3213
-4.90,-1.26,-8.48,10682,3905
-9.60,-1.53,1.46,7403,6165
-4.15,-8.71,-1.79,5063,8884
2.14,-2.51,-9.24,3276,11958
7.62,5.94,-1.77,1538,15895
9.72,1.03,1.11,191,2883
9.83,-0.16,0.29,86,6599
9.76,-0.75,-0.94,301,10341
9.53,1.54,-1.90,535,14214
9.60,1.93,0.91,419,1687
9.42,0.87,-2.70,15481,5057
8.01,5.68,0.55,14731,8847
5.61,-0.38,8.07,13790,12822
2.41,-9.47,-0.28,12751,537
-0.37,-2.61,-9.48,12171,3852
-1.18,9.18,-3.29,11996,7715
-3.36,3.73,8.41,11292,11704
-3.40,-7.40,5.44,11271,15160
-4.06,-7.02,-5.56,11126,2212
-3.11,4.77,-8.07,11488,5964
-3.00,7.55,5.45,11485,10255
-2.32,-4.80,8.22,11617,14096
0.21,-9.52,-2.25,12335,1022
4.17,-0.18,-8.89,13491,4432
8.00,5.64,-0.98,14873,8339
9.82,0.31,-0.09,81,11822
6.45,5.22,-5.28,2257,14766
-4.55,8.59,1.25,5358,820
-9.61,-1.86,-1.16,8781,2009
-0.67,-4.33,-8.80,12238,3310
9.78,0.14,-1.04,16195,4316
2.41,-3.06,9.02,3539,5300
-8.89,-2.46,3.36,7076,5973
-5.56,4.46,-6.84,10825,5987
7.76,3.46,-4.95,14907,5979
6.58,-4.06,6.04,2377,6021
-6.01,-5.55,5.41,5947,6481
-8.64,3.25,-3.52,9660,6464
4.26,6.17,-6.37,13656,6432
8.93,-2.81,2.95,1253,6490
-1.97,-8.78,3.85,4714,7458
-9.85,0.14,-0.03,8290,8370
-1.51,8.91,3.73,12002,9609
9.64,1.54,1.23,15902,10648
2.91,-6.69,-6.53,3332,10538
-8.59,-3.63,-3.21,7133,10482
-6.44,6.13,4.09,10771,9904
8.52,4.82,1.02,15311,9077
6.57,-6.77,2.64,2411,7464
-4.82,-7.02,4.85,5716,6893
-9.59,0.88,-2.15,9043,5672
0.54,-0.49,-9.81,12719,4260
9.84,0.18,-0.16,150,3464
1.75,4.84,8.34,3749,2935
-9.23,2.82,1.85,7306,1648
-5.54,-8.10,-0.22,10962,325
7.65,-6.05,0.95,14836,16312
7.38,5.34,-3.72,2037,14953
-4.69,2.98,-8.16,5522,13406
-9.75,0.16,1.29,8700,11723
-3.08,8.01,4.69,11658,9674
4.37,5.69,-6.74,13612,5947
8.39,-3.34,-3.83,14879,2217
9.44,-2.30,1.43,15612,15135
9.05,-0.66,-3.79,1091,11724
5.96,-7.76,0.51,2527,8104
-2.12,-4.80,8.26,4878,5527
-9.17,1.52,3.16,7353,2843
-6.75,-7.11,-0.73,10436,369
5.05,-6.98,4.63,13847,15054
8.98,2.19,-3.38,1217,13827
-1.24,-2.27,-9.50,4525,11775
-9.50,-2.12,-1.57,7601,10157
-6.31,7.50,-0.79,10646,8013
5.85,4.64,-6.40,14146,5829
9.17,0.25,3.57,1052,4207
1.45,7.20,6.50,3820,1976
-8.31,5.13,-1.37,6728,15740
-9.22,-1.03,3.21,9140,12935
-6.24,6.37,4.07,10553,9616
0.09,6.48,-7.43,12422,5915
7.84,-3.09,-5.00,14743,2625
8.63,4.60,1.01,1327,694
-1.11,7.90,-5.77,4383,14806
-9.83,-0.14,-0.63,8129,12622
-4.87,4.79,7.01,11110,10718
5.50,8.13,0.09,13998,8221
9.84,0.05,0.28,128,5329
6.47,3.66,6.43,2286,2760
0.25,9.59,-2.01,4008,15763
-6.37,-0.34,-7.56,5891,12149
-9.73,-1.41,-0.46,7825,9049
-7.21,4.86,-4.69,10270,6209
4.72,-0.28,-8.61,13707,3995
9.76,1.03,0.68,306,1878
6.44,6.51,-3.56,2159,15033
1.28,-3.47,-9.10,3737,11302
-5.97,-7.76,-0.83,5847,8322
-9.38,-1.42,2.57,7346,5052
-9.83,0.19,0.25,7938,1261
-9.82,0.35,-0.73,7817,13889
-8.33,-3.87,-3.62,6591,10077
-3.85,-7.81,4.47,5051,6713
1.46,1.56,9.58,3594,3587
8.29,5.16,1.24,1302,570
9.43,-1.33,2.48,15452,13736
-0.04,1.37,9.71,12049,11742
-9.12,3.05,1.72,8874,9349
-6.02,-7.72,0.91,5464,7707
6.31,-6.74,3.28,1965,6943
8.77,2.36,-3.77,14838,5275
-4.19,1.32,-8.85,10836,4454
-9.43,-0.29,2.75,7058,4121
1.30,-0.32,9.72,3446,4146
9.83,0.08,0.44,16214,4811
1.06,4.60,-8.64,12359,5421
-9.58,1.61,-1.70,8556,6294
-4.47,-8.60,1.48,5110,7724
7.32,-6.47,-0.68,1586,8428
7.29,5.76,3.22,14115,9584
-6.14,4.54,6.11,10206,10627
-8.71,-2.69,-3.78,6550,10731
2.92,-3.54,-8.67,3005,11344
9.65,0.45,1.87,15546,12170
-1.54,-0.16,9.68,11611,12295
-9.67,-1.31,-1.48,7410,10447
-2.94,-9.32,-0.91,4627,8188
6.04,-5.09,5.82,2183,5700
9.43,1.57,2.38,558,2528
8.70,-4.42,1.07,14837,15583
2.17,-2.90,9.12,12735,12922
-5.47,5.65,5.84,10511,9976
-9.85,-0.25,-0.02,7914,7053
-4.47,-3.17,8.13,5087,4857
7.48,0.32,6.37,1610,3827
7.52,-4.16,-4.72,14302,2023
-5.58,-7.29,-3.55,10464,1120
-8.94,3.63,1.87,6753,1094
2.80,8.26,4.46,3104,1223
9.77,-0.85,-0.72,15705,1437
-0.61,-7.32,-6.51,11833,1857
-9.75,-0.64,-1.31,8225,3298
-4.00,-3.73,8.13,4949,5207
7.50,-5.00,3.89,1670,6503
8.45,5.00,0.80,14819,8714
-0.82,2.45,9.46,11911,11695
-9.40,-1.49,2.47,8740,13534
-7.02,6.73,-1.59,5922,15855
2.26,5.50,7.80,3332,2549
9.40,-0.48,2.89,592,4818
